RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Reason for exiting company
6102,15588695,Su,833,Spain,Male,32,6,0.0,1,1,1,44323.22,1,Long Response Times
6105,15750731,Trevisani,736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1,Long Response Times
6110,15710105,Stirling,581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1,Inexperienced Staff / Bad customer service 
6115,15662488,Udegbunam,627,France,Female,44,5,0.0,2,1,0,82969.61,1,Inexperienced Staff / Bad customer service 
6123,15577313,Lionel,619,France,Male,44,3,116967.68,1,1,0,5075.17,1,Inexperienced Staff / Bad customer service 
6132,15749401,Ko,686,France,Male,60,9,0.0,3,1,1,75246.21,1,High Service Charges/Rate of Interest
6138,15720371,McLean,652,France,Female,51,3,0.0,1,1,0,173989.47,1,Long Response Times
6139,15717984,Longo,477,France,Male,47,9,144900.58,1,1,0,61315.37,1,Inexperienced Staff / Bad customer service 
6151,15625761,Maclean,632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1,Long Response Times
6160,15627995,Angelo,756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1,Long Response Times
6166,15801942,Chu,619,Spain,Female,41,8,0.0,3,1,1,79866.73,1,Excess Documents Required
6173,15656822,Day,568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1,Inexperienced Staff / Bad customer service 
6178,15813974,Maruff,731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1,High Service Charges/Rate of Interest
6185,15664339,Yu,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1,High Service Charges/Rate of Interest
6187,15703037,Edwards,618,France,Male,37,5,0.0,1,0,1,178705.45,1,Excess Documents Required
6189,15609558,McDonald,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1,Excess Documents Required
6198,15645200,Chiang,581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1,High Service Charges/Rate of Interest
6206,15616221,Wilson,497,France,Female,29,4,85646.81,1,0,0,63233.02,1,Excess Documents Required
6210,15714062,Millar,690,France,Female,40,9,77641.99,1,0,0,189051.59,1,Long Response Times
6222,15603554,Berkeley,513,France,Female,45,0,164649.52,3,1,0,49915.52,1,Excess Documents Required
6227,15792305,Mountgarrett,762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1,Inexperienced Staff / Bad customer service 
6232,15729238,Peng,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1,Long Response Times
6233,15718242,Wollstonecraft,725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1,Inexperienced Staff / Bad customer service 
6247,15771442,Pennington,633,France,Male,40,4,150578.0,1,0,1,34670.62,1,Inexperienced Staff / Bad customer service 
6254,15675337,Forbes,395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1,Long Response Times
6256,15589017,Chiu,547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1,High Service Charges/Rate of Interest
6257,15611186,Yevdokimova,609,France,Male,37,1,39344.83,1,1,1,178291.89,1,Excess Documents Required
6263,15650026,Barclay-Harvey,513,France,Male,44,1,63562.02,2,0,1,52629.73,1,Inexperienced Staff / Bad customer service 
6268,15689328,Harrison,705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1,Inexperienced Staff / Bad customer service 
6272,15620756,Stokes,747,France,Male,49,6,202904.64,1,1,1,17298.72,1,Excess Documents Required
6273,15611331,Niu,511,France,Female,46,1,0.0,1,1,1,115779.48,1,High Service Charges/Rate of Interest
6274,15576935,Ampt,743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1,Inexperienced Staff / Bad customer service 
6275,15661275,Wynn,532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1,Inexperienced Staff / Bad customer service 
6277,15768471,Wagner,554,Germany,Female,54,6,108755.0,1,1,0,40914.32,1,Excess Documents Required
6280,15608338,Chiemenam,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1,Long Response Times
6285,15623219,Smith,596,France,Male,33,8,0.0,1,1,0,121189.3,1,High Service Charges/Rate of Interest
6290,15773276,Townsend,633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1,Excess Documents Required
6296,15621550,Hung,535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1,Excess Documents Required
6299,15755241,Rahman,714,France,Female,52,2,0.0,1,0,1,144045.08,1,Inexperienced Staff / Bad customer service 
6304,15591169,Hawes,788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1,Inexperienced Staff / Bad customer service 
6309,15766427,Shaw,565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1,Inexperienced Staff / Bad customer service 
6315,15790810,Han,844,France,Female,41,10,76319.64,1,1,1,141175.18,1,Excess Documents Required
6316,15687421,Highland,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1,Long Response Times
6319,15686835,Crawford,738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1,Inexperienced Staff / Bad customer service 
6325,15746012,Chibugo,729,Spain,Female,28,0,0.0,2,1,1,31165.06,1,Long Response Times
6326,15615797,Hyde,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1,Inexperienced Staff / Bad customer service 
6344,15793455,Tien,627,Spain,Female,55,6,0.0,1,0,0,91943.94,1,High Service Charges/Rate of Interest
6347,15814468,Wei,551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1,Excess Documents Required
6355,15566312,Jolly,660,Spain,Female,42,5,0.0,3,1,1,189016.24,1,High Service Charges/Rate of Interest
6360,15739972,Hughes,650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1,High Service Charges/Rate of Interest
6366,15576196,Benson,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1,Excess Documents Required
6369,15693764,Mai,663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1,Excess Documents Required
6376,15708534,Afamefuna,524,Spain,Female,64,5,0.0,1,1,0,136079.64,1,Inexperienced Staff / Bad customer service 
6377,15640686,Greco,700,France,Male,46,5,95872.86,1,1,0,98273.01,1,High Service Charges/Rate of Interest
6378,15588904,Balashova,692,France,Male,33,9,0.0,1,1,0,113505.93,1,Long Response Times
6379,15768763,Bogdanov,562,France,Male,37,2,0.0,1,0,1,52525.15,1,Excess Documents Required
6381,15642162,Ponce,603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1,Excess Documents Required
6387,15584090,Jen,621,Spain,Female,40,7,0.0,2,0,1,131283.6,1,Excess Documents Required
6389,15582033,Manfrin,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1,Excess Documents Required
6400,15738501,Booth,601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1,High Service Charges/Rate of Interest
6404,15736126,Sung,850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1,Inexperienced Staff / Bad customer service 
6405,15745399,Marino,649,Spain,Female,49,2,0.0,1,1,0,84863.85,1,High Service Charges/Rate of Interest
6408,15657829,Fanucci,806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1,High Service Charges/Rate of Interest
6413,15598982,Klein,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1,Inexperienced Staff / Bad customer service 
6425,15782608,Huang,743,France,Male,43,5,0.0,2,0,0,113079.19,1,High Service Charges/Rate of Interest
6429,15577423,Mosley,627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1,Long Response Times
6440,15583371,Artemiev,632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1,High Service Charges/Rate of Interest
6441,15772559,Burrows,790,France,Female,47,10,148636.21,1,0,1,16119.96,1,Long Response Times
6450,15625706,White,693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1,Excess Documents Required
6465,15591512,Whittaker,564,Germany,Female,33,2,115761.51,1,0,1,112350.21,1,Excess Documents Required
6467,15763683,Northern,678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1,Long Response Times
6468,15641782,Humphries,540,France,Female,31,7,0.0,1,0,1,183051.6,1,Long Response Times
6473,15588419,Johnston,651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1,Inexperienced Staff / Bad customer service 
6476,15566030,Tu,497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1,High Service Charges/Rate of Interest
6480,15704160,Wan,648,Spain,Male,49,5,0.0,1,1,0,149946.43,1,High Service Charges/Rate of Interest
6496,15640852,McGregor,617,Germany,Female,39,5,83348.89,3,1,0,7953.62,1,Excess Documents Required
6497,15789313,Ugorji,595,Germany,Female,44,4,96553.52,2,1,0,143952.24,1,Long Response Times
6498,15793688,Bancks,669,France,Male,50,9,201009.64,1,1,0,158032.5,1,Long Response Times
6506,15761053,Lock,596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1,Inexperienced Staff / Bad customer service 
6507,15702095,Clarke,585,Spain,Female,56,1,128472.8,1,1,0,186476.91,1,Inexperienced Staff / Bad customer service 
6509,15700801,Eipper,850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1,Long Response Times
6511,15643916,Munro,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1,High Service Charges/Rate of Interest
6512,15720636,McGregor,628,France,Female,50,4,143054.56,1,0,1,109608.81,1,High Service Charges/Rate of Interest
6519,15795275,Lamb,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1,Excess Documents Required
6520,15571869,Lei,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1,Excess Documents Required
6525,15743293,Waters,651,Germany,Female,35,1,163700.78,3,1,1,29583.48,1,Long Response Times
6539,15604093,Neitenstein,546,France,Male,34,4,165363.31,2,1,1,25744.13,1,High Service Charges/Rate of Interest
6540,15749328,Johnson,697,France,Female,45,1,0.0,2,1,0,46807.62,1,Excess Documents Required
6551,15617331,Sergeyeva,637,Germany,Female,39,3,109698.41,1,1,1,88391.29,1,High Service Charges/Rate of Interest
6554,15607526,Lu,638,Germany,Male,50,1,102645.48,1,1,0,168359.98,1,Inexperienced Staff / Bad customer service 
6557,15612207,Hill,840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1,Inexperienced Staff / Bad customer service 
6562,15650538,Sun,445,Germany,Female,48,7,168286.58,1,1,0,16645.77,1,Long Response Times
6563,15797475,Brennan,720,France,Male,44,3,86102.27,1,1,0,180134.88,1,Excess Documents Required
6565,15737104,Lawson,652,Germany,Female,47,0,126597.89,2,1,1,38798.79,1,High Service Charges/Rate of Interest
6568,15593425,Bracewell,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1,Excess Documents Required
6570,15604706,Blake,581,Germany,Male,38,1,133105.47,1,1,0,105732.9,1,Long Response Times
6572,15747534,Torkelson,595,France,Male,46,10,0.0,1,1,0,73489.15,1,High Service Charges/Rate of Interest
6576,15651883,Genovesi,794,Germany,Female,55,6,115796.7,1,1,0,160526.36,1,Inexperienced Staff / Bad customer service 
6582,15598744,Ch'ang,576,Germany,Female,71,6,140273.47,1,1,1,193135.25,1,High Service Charges/Rate of Interest
6595,15808544,Cameron,747,France,Female,40,3,0.0,1,0,0,57817.84,1,Excess Documents Required
6597,15654531,Tuan,477,France,Male,22,5,82559.42,2,0,0,163112.9,1,Excess Documents Required
6600,15739578,Chiazagomekpere,850,France,Male,49,6,128663.9,1,1,0,65769.3,1,Excess Documents Required
6601,15697360,Yudina,505,France,Female,36,2,79951.9,1,0,1,174123.16,1,Inexperienced Staff / Bad customer service 
6602,15655213,Udinese,591,Germany,Female,51,8,132508.3,1,1,1,161304.68,1,Long Response Times
6622,15710365,Thomson,646,France,Male,50,0,104129.24,2,1,0,181794.86,1,Excess Documents Required
6628,15746199,Eluemuno,558,France,Female,41,6,0.0,1,1,1,143585.29,1,Excess Documents Required
6634,15729110,Lavrov,729,Spain,Female,42,7,0.0,2,1,0,58268.2,1,Excess Documents Required
6659,15777873,Downer,628,France,Female,31,5,0.0,1,0,0,147963.07,1,Long Response Times
6670,15797900,Chinomso,517,France,Male,56,9,142147.32,1,0,0,39488.04,1,Excess Documents Required
6685,15746333,Blake,562,France,Female,57,3,0.0,3,1,0,6554.97,1,Inexperienced Staff / Bad customer service 
6703,15792668,Hamilton,661,Germany,Male,37,7,109908.06,2,1,0,115037.67,1,High Service Charges/Rate of Interest
6704,15583863,Chimaobim,681,Germany,Male,49,8,142946.18,1,0,0,187280.51,1,High Service Charges/Rate of Interest
6705,15681878,Fan,436,Germany,Male,45,3,104339.11,2,1,1,183540.22,1,High Service Charges/Rate of Interest
6708,15735909,McDonald,607,Germany,Female,39,8,105103.33,1,1,0,104721.5,1,Excess Documents Required
6710,15587647,Browne,850,Germany,Female,66,0,127120.62,1,0,1,118929.64,1,Excess Documents Required
6714,15666711,Ukaegbulam,586,France,Female,46,0,0.0,3,0,1,131553.82,1,Excess Documents Required
6718,15586674,Shaw,663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1,Long Response Times
6725,15756625,Crawford,752,France,Female,41,8,0.0,2,1,0,139844.04,1,Inexperienced Staff / Bad customer service 
6727,15633213,Rizzo,628,Spain,Male,50,8,0.0,1,0,0,144366.83,1,Inexperienced Staff / Bad customer service 
6728,15610416,Christie,745,France,Female,36,9,0.0,1,1,0,19605.18,1,Inexperienced Staff / Bad customer service 
6730,15619608,Ojiofor,454,Germany,Female,50,10,92895.56,1,1,0,154344.0,1,Long Response Times
6735,15723318,Mactier,619,France,Female,55,0,0.0,3,0,0,60810.64,1,Excess Documents Required
6736,15717328,Hsueh,842,France,Female,37,4,132446.08,2,1,0,87071.18,1,High Service Charges/Rate of Interest
6737,15771299,Nnachetam,707,France,Female,57,1,92053.0,1,1,1,164064.44,1,High Service Charges/Rate of Interest
6744,15616213,Levy,555,Germany,Female,51,9,138214.5,1,1,0,198715.27,1,High Service Charges/Rate of Interest
6751,15690546,Riley,618,France,Female,42,2,0.0,4,0,0,111097.39,1,Long Response Times
6752,15735636,Toscano,604,France,Female,53,2,121389.78,1,1,1,48201.64,1,Excess Documents Required
6757,15659567,Ch'iu,473,France,Female,39,9,117103.26,2,1,1,85937.52,1,Inexperienced Staff / Bad customer service 
6767,15593510,Capon,638,Germany,Female,33,5,129335.65,1,1,1,56585.2,1,Inexperienced Staff / Bad customer service 
6775,15569432,Macleod,656,France,Female,48,9,0.0,2,1,1,85240.61,1,Inexperienced Staff / Bad customer service 
6776,15751455,Boyle,469,France,Female,48,5,0.0,1,1,0,160529.71,1,High Service Charges/Rate of Interest
6780,15587066,Kovaleva,535,France,Male,38,2,119272.29,1,0,0,195896.59,1,Long Response Times
6783,15657809,Lo,585,France,Male,55,10,106415.57,3,1,1,122960.98,1,Excess Documents Required
6794,15611669,Nyhan,623,Germany,Male,50,7,126608.37,1,0,1,645.61,1,High Service Charges/Rate of Interest
6800,15692575,Kerr,760,France,Male,38,6,162888.73,1,1,0,91098.76,1,Long Response Times
6802,15776947,Ugorji,637,Spain,Male,43,8,0.0,1,1,0,12156.93,1,Long Response Times
6804,15594515,Cheng,568,France,Female,44,7,0.0,2,0,0,62370.67,1,Excess Documents Required
6813,15605059,Mackie,576,Germany,Male,63,3,148843.56,1,1,0,69414.13,1,Inexperienced Staff / Bad customer service 
6817,15662243,Taylor,559,France,Male,50,5,162702.35,1,0,0,150548.5,1,Long Response Times
6818,15593128,Vinogradoff,608,France,Female,56,10,129255.2,2,1,0,142492.04,1,High Service Charges/Rate of Interest
6822,15704209,Noble,802,France,Female,39,7,120145.96,2,0,1,59497.01,1,High Service Charges/Rate of Interest
6824,15708265,Chibugo,581,Spain,Female,24,10,159203.71,1,1,1,102517.83,1,Inexperienced Staff / Bad customer service 
6828,15760216,Pokrovskaya,718,France,Female,49,10,0.0,1,1,0,184474.72,1,Inexperienced Staff / Bad customer service 
6832,15696989,Chukwueloka,469,Germany,Female,52,8,139493.25,3,0,0,150093.32,1,Inexperienced Staff / Bad customer service 
6853,15738715,Alexander,600,France,Female,37,4,0.0,3,1,0,7312.25,1,Long Response Times
6856,15737814,Lo,622,France,Male,41,2,127087.06,1,1,0,102402.91,1,Inexperienced Staff / Bad customer service 
6858,15629299,Yang,546,Germany,Female,52,1,106074.89,1,1,1,23548.45,1,Long Response Times
6861,15785654,Ofodile,727,Germany,Male,45,6,114422.85,2,1,1,104678.78,1,Inexperienced Staff / Bad customer service 
6865,15797381,DeRose,593,Germany,Female,48,3,133903.12,2,1,1,85902.39,1,High Service Charges/Rate of Interest
6870,15654457,Cross,685,Spain,Female,30,2,0.0,3,1,1,172576.43,1,Excess Documents Required
6872,15658067,Walker,636,Germany,Female,48,3,120568.41,1,1,0,190160.04,1,Long Response Times
6876,15665283,Brookes,610,France,Female,57,7,72092.95,4,0,1,113228.82,1,Long Response Times
6879,15636592,Iroawuchi,651,France,Male,35,0,181821.96,2,0,1,36923.67,1,Long Response Times
6891,15673877,Murray,490,France,Male,39,1,0.0,3,1,0,171060.01,1,Inexperienced Staff / Bad customer service 
6892,15760865,Fan,754,Germany,Female,48,7,141819.02,1,1,0,93550.53,1,Excess Documents Required
6893,15705009,Cartwright,649,France,Female,56,8,156974.26,1,1,0,89405.26,1,Long Response Times
6896,15694765,Sabbatini,610,Germany,Male,49,6,113882.33,1,1,0,195813.81,1,High Service Charges/Rate of Interest
6898,15650488,Bromley,492,France,Female,48,6,127253.98,1,1,1,92144.09,1,Long Response Times
6900,15700263,Ifeatu,569,France,Male,66,2,0.0,1,1,0,130784.2,1,Excess Documents Required
6912,15710087,Nicholls,705,Germany,Female,54,3,125889.3,3,1,0,96013.5,1,Inexperienced Staff / Bad customer service 
6913,15679884,Hs?eh,544,France,Male,48,10,78314.63,3,1,1,103713.93,1,Excess Documents Required
6914,15784180,Ku,564,France,Female,36,7,206329.65,1,1,1,46632.87,1,Excess Documents Required
6929,15804853,McVey,781,France,Female,48,0,57098.96,1,1,0,85644.06,1,Inexperienced Staff / Bad customer service 
6930,15651627,White,628,Germany,Male,39,1,115341.19,1,1,1,107674.3,1,Inexperienced Staff / Bad customer service 
6949,15803750,Ball,750,Spain,Female,33,3,161801.47,1,0,1,153288.97,1,Inexperienced Staff / Bad customer service 
6952,15738889,Shih,658,France,Male,42,8,102870.93,1,0,1,103764.55,1,Excess Documents Required
6965,15569249,Howarth,576,France,Female,55,6,44582.07,3,0,1,67539.85,1,Inexperienced Staff / Bad customer service 
6973,15706232,Niu,595,France,Male,52,9,0.0,1,1,1,106340.66,1,High Service Charges/Rate of Interest
6982,15770039,Kuo,572,Germany,Male,39,4,112290.22,1,1,0,49373.97,1,Inexperienced Staff / Bad customer service 
6985,15622631,H?,588,France,Male,44,8,154409.74,1,1,0,49324.03,1,Inexperienced Staff / Bad customer service 
6992,15752801,Bradshaw,518,Germany,Male,29,9,125961.74,2,1,0,160303.08,1,Inexperienced Staff / Bad customer service 
6993,15808175,Castiglione,557,France,Female,39,7,49572.73,1,1,0,115287.99,1,Inexperienced Staff / Bad customer service 
6999,15640074,Barrett,666,Spain,Female,47,5,0.0,1,0,0,166650.9,1,Excess Documents Required
7000,15776156,Dolgorukova,521,France,Male,27,4,121325.84,1,1,1,164223.7,1,Excess Documents Required
7004,15715750,Okeke,646,Germany,Female,44,2,113063.83,1,0,0,53072.49,1,Inexperienced Staff / Bad customer service 
7009,15638610,Kennedy,635,Germany,Female,65,5,117325.54,1,1,0,155799.86,1,Inexperienced Staff / Bad customer service 
7018,15767729,Smith,646,Spain,Male,25,5,182876.88,2,1,1,42537.59,1,Inexperienced Staff / Bad customer service 
7019,15768600,Harris,805,Germany,Male,50,9,130023.38,1,1,0,62989.82,1,Inexperienced Staff / Bad customer service 
7023,15796813,Storey,493,France,Male,54,3,167831.88,2,1,0,150159.95,1,Inexperienced Staff / Bad customer service 
7026,15711446,Sinclair,569,Spain,Female,51,3,0.0,3,1,0,75084.96,1,High Service Charges/Rate of Interest
7030,15672432,Giles,594,France,Female,53,4,0.0,1,1,0,5408.74,1,Long Response Times
7032,15580914,Okechukwu,478,Spain,Male,48,0,83287.05,2,0,1,44147.95,1,Inexperienced Staff / Bad customer service 
7035,15767264,Lawson,465,Germany,Male,53,1,117438.17,1,0,0,74898.8,1,High Service Charges/Rate of Interest
7038,15789611,Lin,568,Germany,Male,46,8,150836.92,1,0,0,64516.8,1,High Service Charges/Rate of Interest
